time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2001-10-22T06:25:41.900Z,-32.239,-72.574,34.2,3.6,md,7,,,,us,usp000ardy,2014-11-07T01:14:02.136Z,"off the coast of Valparaiso, Chile",earthquake,,,,,reviewed,guc,guc
2001-10-22T06:18:38.800Z,16.923,-100.065,10,3.9,md,10,,,,us,usp000ardx,2014-11-07T01:14:02.134Z,"offshore Guerrero, Mexico",earthquake,,,,,reviewed,unm,unm
2001-10-22T05:54:56.730Z,-21.105,-68.168,108.7,4.4,mb,41,,,1.06,us,usp000ardw,2014-11-07T01:14:02.130Z,"Potosi, Bolivia",earthquake,,11.7,,24,reviewed,us,us
2001-10-22T05:40:25.420Z,34.612,34.007,25,2.6,ml,5,,,,us,usp000ardv,2014-11-07T01:14:02.128Z,"Cyprus region",earthquake,,,,,reviewed,css,css
2001-10-22T05:03:37.630Z,41.856,-7.87,0,2.8,mblg,5,,,,us,usp000ardt,2014-11-07T01:14:02.126Z,"Portugal",earthquake,,,,,reviewed,mdd,mdd
2001-10-22T03:36:34.690Z,-21.939,-68.396,119.3,4.2,mb,31,,,0.95,us,usp000ardr,2014-11-07T01:14:02.121Z,"Antofagasta, Chile",earthquake,,,,6,reviewed,us,us
2001-10-22T02:46:30.610Z,-36.983,179.946,10,4.6,mb,29,,,1.27,us,usp000ardn,2014-11-07T01:14:02.115Z,"off the east coast of the North Island of New Zealand",earthquake,,,,10,reviewed,us,us
2001-10-22T02:14:13.740Z,-3.098,130.046,33,4.1,mb,9,,,1.38,us,usp000ardm,2014-11-07T01:14:02.113Z,"Seram, Indonesia",earthquake,,,,3,reviewed,us,us
2001-10-22T02:06:59.800Z,-41.66,174.55,15,4.3,ml,11,,,,us,usp000ardk,2014-11-07T01:14:02.112Z,"Cook Strait, New Zealand",earthquake,,,,,reviewed,wel,wel
2001-10-22T02:03:26.520Z,-41.725,174.389,10,4.5,mb,40,,,1.32,us,usp000ardj,2014-11-07T01:14:02.108Z,"Cook Strait, New Zealand",earthquake,,,,2,reviewed,us,us
2001-10-22T01:28:53.380Z,-37.269,179.839,10,5.3,mwc,79,,,1.49,us,usp000ardh,2016-11-09T23:46:37.777Z,"off the east coast of the North Island of New Zealand",earthquake,,,,,reviewed,us,hrv
2001-10-22T01:18:50.800Z,-33.124,-69.687,6.9,3.6,md,5,,,,us,usp000ardf,2014-11-07T01:14:02.092Z,"Mendoza, Argentina",earthquake,,,,,reviewed,guc,guc
2001-10-22T00:50:00.690Z,-3.134,103.263,250,4,mb,23,,,1.07,us,usp000arde,2014-11-07T01:14:02.090Z,"southern Sumatra, Indonesia",earthquake,,,,4,reviewed,us,us
2001-10-22T00:28:57.190Z,34.0568333,-118.3975,10.675,2.97,ml,65,41.6,,0.37,ci,ci9715413,2016-04-02T17:57:33.639Z,"2km E of Century City, CA",earthquake,0.38,0.75,0.293,56,reviewed,ci,ci
2001-10-22T00:14:51.470Z,-4.964,145.86,33,4,mb,8,,,1.44,us,usp000ardb,2014-11-07T01:14:02.086Z,"near the north coast of New Guinea, Papua New Guinea",earthquake,,,,1,reviewed,us,us
2001-10-22T00:11:47.900Z,-37.2,-179.95,33,4.3,ml,13,,,,us,usp000arda,2014-11-07T01:14:02.084Z,"east of the North Island of New Zealand",earthquake,,,,,reviewed,wel,wel
2001-10-21T23:25:08.500Z,16.659,-94.595,141.9,4.4,mb,66,,,,us,usp000ard4,2014-11-07T01:14:02.068Z,"Oaxaca, Mexico",earthquake,,,,24,reviewed,unm,us
2001-10-21T23:23:23.300Z,39.97,23.71,10,3.5,md,23,,,,us,usp000ard3,2014-11-07T01:14:02.064Z,"Aegean Sea",earthquake,,,,,reviewed,ath,ath
2001-10-21T23:18:43.210Z,-38.524,179.098,10,4.3,mb,19,,,1.14,us,usp000ard2,2014-11-07T01:14:02.062Z,"off the east coast of the North Island of New Zealand",earthquake,,,,1,reviewed,us,us
2001-10-21T23:03:17.300Z,-8.946,125.148,33,4.1,mb,7,,,1.1,us,usp000ard1,2014-11-07T01:14:02.061Z,"East Timor region",earthquake,,,,2,reviewed,us,us
2001-10-21T22:46:18.700Z,11.953,140.865,130.3,4.9,mb,33,,,1.06,us,usp000arcz,2014-11-07T01:14:02.055Z,"State of Yap, Federated States of Micronesia",earthquake,,,,15,reviewed,us,us
2001-10-21T22:43:24.080Z,-26.495,27.736,5,3.9,mb,7,,,0.98,us,usp000arcy,2014-11-07T01:14:02.034Z,"South Africa",earthquake,,,,1,reviewed,us,us
2001-10-21T22:24:07.610Z,-54.558,-131.092,10,4.2,mb,11,,,1.2,us,usp000arcx,2014-11-07T01:14:01.976Z,"Pacific-Antarctic Ridge",earthquake,,,,2,reviewed,us,us
2001-10-21T21:48:16.530Z,13.264,123.523,100,4.4,mb,15,,,0.94,us,usp000arcw,2014-11-07T01:14:01.968Z,"Luzon, Philippines",earthquake,,,,7,reviewed,us,us
2001-10-21T21:35:36.100Z,38.5,25.77,30,3.4,md,7,,,,us,usp000arcu,2014-11-07T01:14:01.875Z,"Aegean Sea",earthquake,,,,,reviewed,ath,ath
2001-10-21T21:19:22.930Z,-37.011,-179.99,10,4.3,mb,22,,,1.03,us,usp000arct,2014-11-07T01:14:01.810Z,"east of the North Island of New Zealand",earthquake,,,,2,reviewed,us,us
2001-10-21T21:10:32.500Z,-41.61,174.41,22,3.8,ml,14,,,,us,usp000arcr,2014-11-07T01:14:01.776Z,"Cook Strait, New Zealand",earthquake,,,,,reviewed,wel,wel
2001-10-21T21:08:26.530Z,-36.964,179.997,10,4.2,mb,18,,,1.02,us,usp000arcq,2014-11-07T01:14:01.529Z,"off the east coast of the North Island of New Zealand",earthquake,,,,1,reviewed,us,us
2001-10-21T19:22:02.450Z,-59.599,-28.324,276,3.9,mb,18,,,0.82,us,usp000arcn,2014-11-07T01:14:01.516Z,"South Sandwich Islands region",earthquake,,31.3,,4,reviewed,us,us
2001-10-21T19:02:50.750Z,-4.855,123.917,33,5.7,mwc,62,,,1.36,us,usp000arcm,2016-11-09T23:46:14.814Z,"Banda Sea",earthquake,,,,,reviewed,us,hrv
2001-10-21T18:56:15.520Z,49.765,156.415,53.7,4.5,mb,43,,,0.93,us,usp000arck,2014-11-07T01:14:01.461Z,"Kuril Islands",earthquake,,10.2,,19,reviewed,us,us
2001-10-21T18:43:38.140Z,13.632,-93.618,33,3.1,mb,10,,,1.4,us,usp000arcj,2014-11-07T01:14:01.460Z,"off the coast of Chiapas, Mexico",earthquake,,,,1,reviewed,us,us
2001-10-21T18:37:44.860Z,29.801,129.444,163.3,4.6,mb,80,,,0.91,us,usp000arch,2014-11-07T01:14:01.411Z,"Ryukyu Islands, Japan",earthquake,,5.5,,43,reviewed,us,us
2001-10-21T18:22:17.600Z,16.869,-100.128,21.6,3.7,md,5,,,,us,usp000arcg,2014-11-07T01:14:01.409Z,"offshore Guerrero, Mexico",earthquake,,,,,reviewed,unm,unm
2001-10-21T17:57:59.420Z,32.955,131.081,10,3.8,mb,7,,,1.06,us,usp000arcf,2014-11-07T01:14:01.407Z,"Kyushu, Japan",earthquake,,,,1,reviewed,us,us
2001-10-21T17:48:53.600Z,61.465,-151.97,4.2,2.5,ml,24,,,,us,usp000arce,2014-11-07T01:14:01.403Z,"Southern Alaska",earthquake,,,,,reviewed,aeic,aeic
2001-10-21T17:31:54.300Z,-49.138,106.31,10,4.4,mb,6,,,1.1,us,usp000arcc,2014-11-07T01:14:01.400Z,"southeast Indian Ridge",earthquake,,,,2,reviewed,us,us
2001-10-21T17:00:34.980Z,4.869,125.507,250,4.5,mb,15,,,1.32,us,usp000arcb,2014-11-07T01:14:01.398Z,"Kepulauan Sangihe, Indonesia",earthquake,,,,6,reviewed,us,us
2001-10-21T16:59:59.800Z,38.57,25.58,33,3.6,md,11,,,,us,usp000arca,2014-11-07T01:14:01.396Z,"Aegean Sea",earthquake,,,,,reviewed,ath,ath
2001-10-21T16:56:54.960Z,52.829,-166.768,33,4.6,mb,63,,,0.97,us,usp000arc9,2014-11-07T01:14:01.390Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,,,,32,reviewed,us,us
2001-10-21T16:32:52.360Z,-22.349,-70.633,33.9,4.7,mb,31,,,1.37,us,usp000arc7,2014-11-07T01:14:01.386Z,"near the coast of Antofagasta, Chile",earthquake,,,,13,reviewed,us,us
2001-10-21T15:41:29.500Z,-36.914,179.601,10,4.4,mb,23,,,1.23,us,usp000arc3,2014-11-07T01:14:01.378Z,"off the east coast of the North Island of New Zealand",earthquake,,,,9,reviewed,us,us
2001-10-21T14:57:00.860Z,-3.672,134.891,33,4.4,mb,22,,,1.1,us,usp000arc0,2014-11-07T01:14:01.373Z,"Papua, Indonesia",earthquake,,,,12,reviewed,us,us
2001-10-21T14:40:11.790Z,52.721,-166.723,33,5.2,mwc,133,,,1.07,us,usp000arbz,2016-11-09T04:22:21.029Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,hrv
2001-10-21T14:30:46.390Z,-37.112,179.86,10,4.4,mb,32,,,1.34,us,usp000arby,2014-11-07T01:14:01.356Z,"off the east coast of the North Island of New Zealand",earthquake,,,,3,reviewed,us,us
2001-10-21T14:29:46.280Z,36.56,70.894,200,3.5,mb,9,,,0.9,us,usp000arbx,2014-11-07T01:14:01.355Z,"Hindu Kush region, Afghanistan",earthquake,,,,1,reviewed,us,us
2001-10-21T14:08:42.230Z,42.823,11.755,10,2.9,ml,12,,,1.27,us,usp000arbw,2014-11-07T01:14:01.351Z,"central Italy",earthquake,,,,,reviewed,us,ldg
2001-10-21T13:40:12.510Z,18.192,145.564,212.6,4.3,mb,36,,,1.2,us,usp000arbv,2014-11-07T01:14:01.348Z,"Pagan region, Northern Mariana Islands",earthquake,,,,15,reviewed,us,us
2001-10-21T13:36:59.640Z,-3.075,68.091,10,4.8,mb,10,,,1.34,us,usp000arbu,2014-11-07T01:14:01.346Z,"Chagos Archipelago region",earthquake,,,,2,reviewed,us,us
2001-10-21T13:36:28.090Z,36.425,103.206,33,4.7,mb,48,,,0.9,us,usp000arbt,2014-11-07T01:14:01.342Z,"Gansu, China",earthquake,,,,29,reviewed,us,us
2001-10-21T13:29:15.960Z,2.415,-79.807,33,4.3,mb,17,,,1.37,us,usp000arbs,2014-11-07T01:14:01.339Z,"south of Panama",earthquake,,,,7,reviewed,us,us
2001-10-21T13:24:09.440Z,37.19,71.842,118.8,4.6,mb,21,,,0.95,us,usp000arbr,2014-11-07T01:14:01.337Z,"Tajikistan",earthquake,,11.2,,3,reviewed,us,us
2001-10-21T13:07:39.880Z,-3.398,68.334,10,4.6,mb,37,,,1.04,us,usp000arbq,2014-11-07T01:14:01.333Z,"Chagos Archipelago region",earthquake,,,,12,reviewed,us,us
2001-10-21T12:36:52.140Z,3.929,128.62,44.5,5.2,mwc,86,,,1.05,us,usp000arbp,2016-11-09T23:46:14.315Z,"north of Halmahera, Indonesia",earthquake,,,,,reviewed,us,hrv
2001-10-21T12:17:01.010Z,55.646,-162.352,143.6,4.1,mb,109,,,1.04,us,usp000arbn,2014-11-07T01:14:01.304Z,"Alaska Peninsula",earthquake,,,,10,reviewed,us,us
2001-10-21T12:09:52.900Z,-37.107,179.976,10,4.4,mb,30,,,1.24,us,usp000arbm,2014-11-07T01:14:01.300Z,"off the east coast of the North Island of New Zealand",earthquake,,,,2,reviewed,us,us
2001-10-21T11:22:42.100Z,36.41,23.14,6,3.4,md,10,,,,us,usp000arbk,2014-11-07T01:14:01.299Z,"southern Greece",earthquake,,,,,reviewed,ath,ath
2001-10-21T11:13:18.870Z,61.744,-148.389,29.4,2.8,ml,43,,,,us,usp000arbj,2014-11-07T01:14:01.295Z,"Southern Alaska",earthquake,,,,,reviewed,aeic,pmr
2001-10-21T10:21:19.500Z,35.24,24.35,31,3.6,md,5,,,,us,usp000arbg,2014-11-07T01:14:01.292Z,"Crete, Greece",earthquake,,,,,reviewed,ath,ath
2001-10-21T10:06:27.800Z,-32.501,-71.685,18.1,3.9,md,13,,,,us,usp000arbe,2014-11-07T01:14:01.289Z,"offshore Valparaiso, Chile",earthquake,,,,,reviewed,guc,guc
2001-10-21T09:08:17.800Z,-33.794,-72.105,36.6,3.8,md,16,,,,us,usp000arbc,2014-11-07T01:14:01.285Z,"offshore Valparaiso, Chile",earthquake,,,,,reviewed,guc,guc
2001-10-21T08:11:38.940Z,-4.767,139.202,33,4.4,mb,16,,,1.3,us,usp000arba,2014-11-07T01:14:01.281Z,"Papua, Indonesia",earthquake,,,,6,reviewed,us,us
2001-10-21T07:56:02.000Z,44.49,-115.87,6.3,2.9,ml,11,,,,us,usp000arb9,2014-11-07T01:14:01.280Z,"southern Idaho",earthquake,,,,,reviewed,but,but
2001-10-21T07:32:21.300Z,35.82,23.92,5,3.7,md,7,,,,us,usp000arb8,2014-11-07T01:14:01.279Z,"Crete, Greece",earthquake,,,,,reviewed,ath,ath
2001-10-21T06:56:54.100Z,-33.312,-69.784,6.5,3.2,md,4,,,,us,usp000arb7,2014-11-07T01:14:01.277Z,"Mendoza, Argentina",earthquake,,,,,reviewed,guc,guc
2001-10-21T05:27:14.510Z,-4.68,139.44,33,5.5,mwc,113,,,1.04,us,usp000arb5,2016-11-09T23:46:13.793Z,"Papua, Indonesia",earthquake,,,,,reviewed,us,hrv
2001-10-21T04:33:22.620Z,-24.526,179.777,550,4.5,mb,32,,,0.97,us,usp000arb4,2014-11-07T01:14:01.257Z,"south of the Fiji Islands",earthquake,,,,16,reviewed,us,us
2001-10-21T04:32:17.290Z,-24.379,-115.869,10,4.7,mb,15,,,0.69,us,usp000arb3,2014-11-07T01:14:01.255Z,"southern East Pacific Rise",earthquake,,,,7,reviewed,us,us
2001-10-21T03:44:15.050Z,38.9608333,-123.3751667,6.799,2.77,md,35,80,0.1423,0.06,nc,nc21199547,2017-01-01T21:29:34.450Z,"Northern California",earthquake,0.13,0.53,0.12,44,reviewed,nc,nc
2001-10-21T03:40:18.280Z,1.83,126.506,33,5.7,mwc,113,,,1.01,us,usp000arb1,2016-11-09T23:46:13.284Z,"Molucca Sea",earthquake,,,,,reviewed,us,hrv
2001-10-21T03:26:01.100Z,-37.08,-179.9,33,4.1,ml,11,,,,us,usp000araz,2014-11-07T01:14:01.232Z,"east of the North Island of New Zealand",earthquake,,,,,reviewed,wel,wel
2001-10-21T03:04:17.090Z,-37.008,179.568,10,4.3,mb,9,,,0.99,us,usp000aray,2014-11-07T01:14:01.230Z,"off the east coast of the North Island of New Zealand",earthquake,,,,2,reviewed,us,us
2001-10-21T02:52:11.920Z,-36.74,179.675,10,4.7,mb,23,,,1.3,us,usp000arax,2014-11-07T01:14:01.227Z,"off the east coast of the North Island of New Zealand",earthquake,,,,10,reviewed,us,us
2001-10-21T02:37:27.000Z,-34.075,-70.294,3.1,3.8,md,8,,,,us,usp000arau,2014-11-07T01:14:01.223Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,,reviewed,guc,guc
2001-10-21T02:15:27.110Z,-36.912,179.717,10,4.1,mb,12,,,1.33,us,usp000arat,2014-11-07T01:14:01.221Z,"off the east coast of the North Island of New Zealand",earthquake,,,,2,reviewed,us,us
2001-10-21T01:42:29.550Z,11.902,143.282,33,4.5,mb,18,,,1.35,us,usp000aras,2014-11-07T01:14:01.219Z,"south of the Mariana Islands",earthquake,,,,2,reviewed,us,us
2001-10-21T01:31:55.220Z,-37.024,179.492,10,4.7,mb,17,,,1.1,us,usp000arar,2014-11-07T01:14:01.216Z,"off the east coast of the North Island of New Zealand",earthquake,,,,3,reviewed,us,us
2001-10-21T01:17:43.770Z,-36.479,178.998,10,4.4,mb,14,,,1.26,us,usp000araq,2014-11-07T01:14:01.214Z,"off the east coast of the North Island of New Zealand",earthquake,,,,3,reviewed,us,us
2001-10-21T00:46:57.450Z,-36.933,179.691,10,4.7,mb,13,,,0.62,us,usp000aran,2014-11-07T01:14:01.210Z,"off the east coast of the North Island of New Zealand",earthquake,,,,1,reviewed,us,us
2001-10-21T00:37:04.580Z,-36.909,179.736,10,4.8,mb,20,,,1.24,us,usp000aram,2014-11-07T01:14:01.208Z,"off the east coast of the North Island of New Zealand",earthquake,,,,2,reviewed,us,us
2001-10-21T00:31:22.190Z,56.78,7.551,10,3.5,ml,33,,,0.88,us,usp000arak,2014-11-07T01:14:01.201Z,"North Sea",earthquake,,,,,reviewed,us,grf
2001-10-21T00:29:21.490Z,-37.137,178.982,18,6.7,mwc,320,,,1.26,us,usp000araj,2016-11-10T00:49:33.716Z,"off the east coast of the North Island of New Zealand",earthquake,,,,,reviewed,us,hrv
2001-10-21T00:29:10.640Z,-36.714,179.651,10,4.7,mb,12,,,1.03,us,usp000arah,2014-11-07T01:14:01.159Z,"off the east coast of the North Island of New Zealand",earthquake,,,,4,reviewed,us,us
2001-10-21T00:19:05.500Z,40.18,25.22,25,3.3,md,12,,,,us,usp000araf,2014-11-07T01:14:01.156Z,"Aegean Sea",earthquake,,,,,reviewed,ath,ath
2001-10-20T23:35:11.500Z,-32.733,-71.822,30,3.9,md,7,,,,us,usp000arae,2014-11-07T01:14:01.155Z,"offshore Valparaiso, Chile",earthquake,,,,,reviewed,guc,guc
2001-10-20T23:32:18.400Z,-32.779,-71.808,21,4.1,md,16,,,,us,usp000arad,2014-11-07T01:14:01.152Z,"offshore Valparaiso, Chile",earthquake,,,,,reviewed,guc,guc
2001-10-20T23:10:57.800Z,35.51,26.65,5,3.9,md,6,,,,us,usp000arac,2014-11-07T01:14:01.151Z,"Crete, Greece",earthquake,,,,,reviewed,ath,ath
2001-10-20T23:09:21.820Z,52.689,160.398,33,4.8,mb,99,,,1.05,us,usp000arab,2014-11-07T01:14:01.143Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,57,reviewed,us,us
2001-10-20T22:31:35.600Z,36.14,27.64,33,3.4,md,22,,,,us,usp000araa,2014-11-07T01:14:01.140Z,"Dodecanese Islands, Greece",earthquake,,,,,reviewed,ath,ath
2001-10-20T22:05:51.610Z,41.2301667,-124.9136667,1.678,3.16,md,62,261,0.8126,0.27,nc,nc21199515,2017-01-01T21:28:43.007Z,"offshore Northern California",earthquake,2.03,23.69,0.09,41,reviewed,nc,nc
2001-10-20T21:56:48.300Z,-5.159,123.669,24.3,4.8,mb,16,,,1.27,us,usp000ara7,2014-11-07T01:14:01.135Z,"Banda Sea",earthquake,,,,7,reviewed,us,us
2001-10-20T21:42:00.490Z,33.664,76.318,78.6,4.1,mb,14,,,1.22,us,usp000ara6,2014-11-07T01:14:01.133Z,"Kashmir-India border region",earthquake,,,,1,reviewed,us,us
2001-10-20T20:05:08.660Z,39.541,74.981,62.4,4.3,mb,23,,,1.23,us,usp000ara5,2014-11-07T01:14:01.131Z,"southern Xinjiang, China",earthquake,,12.2,,6,reviewed,us,us
2001-10-20T20:01:06.750Z,18.826,145.438,225.5,4.4,mb,40,,,1.11,us,usp000ara4,2014-11-07T01:14:01.128Z,"Pagan region, Northern Mariana Islands",earthquake,,14.1,,15,reviewed,us,us
2001-10-20T19:37:29.910Z,34.9,32.978,5,2.5,ml,5,,,,us,usp000ara3,2014-11-07T01:14:01.126Z,"Cyprus region",earthquake,,,,,reviewed,css,css
2001-10-20T19:19:16.200Z,38.56,24.66,5,3.1,md,5,,,,us,usp000ara0,2014-11-07T01:14:01.122Z,"Aegean Sea",earthquake,,,,,reviewed,ath,ath
2001-10-20T19:17:52.290Z,-4.561,123.885,28.7,5.5,mwc,41,,,0.93,us,usp000ar9z,2016-11-09T23:45:43.680Z,"Banda Sea",earthquake,,,,,reviewed,us,hrv
2001-10-20T18:34:41.900Z,17.928,-100.654,16.1,3.6,md,6,,,,us,usp000ar9x,2014-11-07T01:14:01.109Z,"Guerrero, Mexico",earthquake,,,,,reviewed,unm,unm
2001-10-20T17:49:05.480Z,-18.66,-174.732,33,4.6,mb,24,,,0.9,us,usp000ar9w,2014-11-07T01:14:01.107Z,"Tonga",earthquake,,,,7,reviewed,us,us
2001-10-20T17:43:49.600Z,-34.115,-70.813,78.3,3.4,md,9,,,,us,usp000ar9v,2014-11-07T01:14:01.105Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,,reviewed,guc,guc
2001-10-20T17:24:12.200Z,-31.921,-69.777,147.7,3.8,md,17,,,,us,usp000ar9u,2014-11-07T01:14:01.103Z,"San Juan, Argentina",earthquake,,,,,reviewed,guc,guc
2001-10-20T15:03:51.200Z,17.192,-99.866,18.5,3.8,md,5,,,,us,usp000ar9t,2014-11-07T01:14:01.101Z,"Guerrero, Mexico",earthquake,,,,,reviewed,unm,unm
2001-10-20T14:40:22.040Z,18.849,92.397,33,4.4,mb,23,,,0.97,us,usp000ar9s,2014-11-07T01:14:01.098Z,"Bay of Bengal",earthquake,,,,4,reviewed,us,us
2001-10-20T14:03:47.580Z,-5.845,124.107,33,4.8,mb,22,,,0.85,us,usp000ar9q,2014-11-07T01:14:01.093Z,"Banda Sea",earthquake,,,,9,reviewed,us,us
2001-10-20T13:28:39.080Z,-13.527,172.667,587.8,4.3,mb,29,,,0.83,us,usp000ar9p,2014-11-07T01:14:01.089Z,"Vanuatu region",earthquake,,45.7,,12,reviewed,us,us
2001-10-20T13:26:35.060Z,-22.184,-68.411,118,5.4,mwc,132,,,1.11,us,usp000ar9n,2016-11-09T23:45:43.181Z,"Antofagasta, Chile",earthquake,,,,,reviewed,us,hrv
2001-10-20T12:40:08.410Z,-15.27,-172.427,33,4.9,mb,15,,,1.25,us,usp000ar9m,2014-11-07T01:14:01.072Z,"Samoa Islands region",earthquake,,,,1,reviewed,us,us
2001-10-20T11:36:48.200Z,-31.645,-71.503,66.7,4,md,4,,,,us,usp000ar9k,2014-11-07T01:14:01.071Z,"Coquimbo, Chile",earthquake,,,,,reviewed,guc,guc
2001-10-20T11:11:45.300Z,45.771,17.357,10,2.7,ml,9,,,1.33,us,usp000ar9h,2014-11-07T01:14:01.067Z,"Croatia",earthquake,,,,,reviewed,us,bud
2001-10-20T10:56:19.820Z,-9.183,-76.016,50.9,4.3,mb,32,,,0.65,us,usp000ar9g,2014-11-07T01:14:01.065Z,"central Peru",earthquake,,8.2,,13,reviewed,us,us
2001-10-20T09:59:28.860Z,52.86,-166.295,33,4.2,mb,14,,,0.91,us,usp000ar9e,2014-11-07T01:14:01.061Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,,,,1,reviewed,us,us
2001-10-20T08:58:18.800Z,-33.88,-70.336,116.2,3.5,md,15,,,,us,usp000ar9d,2014-11-07T01:14:01.059Z,"Region Metropolitana, Chile",earthquake,,,,,reviewed,guc,guc
2001-10-20T08:48:02.300Z,-33.303,-69.8,1.6,3.7,md,4,,,,us,usp000ar9c,2014-11-07T01:14:01.058Z,"Region Metropolitana, Chile",earthquake,,,,,reviewed,guc,guc
2001-10-20T08:31:21.900Z,49.373,6.81,1,2.5,ml,9,,,,us,usp000ar9b,2014-11-07T01:14:01.056Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2001-10-20T08:12:48.540Z,35.651,-34.641,10,4.7,mb,92,,,0.87,us,usp000ar99,2014-11-07T01:14:01.046Z,"Azores Islands region",earthquake,,,,55,reviewed,us,us
2001-10-20T07:26:21.660Z,53.67,-163.166,33,4.2,mb,9,,,0.83,us,usp000ar98,2014-11-07T01:14:01.045Z,"Unimak Island region, Alaska",earthquake,,,,2,reviewed,us,us
2001-10-20T07:03:17.300Z,37.49,20.96,5,3.1,md,5,,,,us,usp000ar97,2014-11-07T01:14:01.044Z,"Ionian Sea",earthquake,,,,,reviewed,ath,ath
2001-10-20T06:11:28.800Z,15.462,-97.545,28,3.8,md,6,,,,us,usp000ar96,2014-11-07T01:14:01.042Z,"offshore Oaxaca, Mexico",earthquake,,,,,reviewed,unm,unm
2001-10-20T05:57:11.250Z,43.549,17.756,4.8,2.7,md,11,,,,us,usp000ar95,2014-11-07T01:14:01.040Z,"Bosnia and Herzegovina",earthquake,,,,,reviewed,pdg,pdg
2001-10-20T04:43:36.000Z,-32.69,-71.651,21.7,3.6,md,7,,,,us,usp000ar94,2014-11-07T01:14:01.039Z,"offshore Valparaiso, Chile",earthquake,,,,,reviewed,guc,guc
2001-10-20T04:35:50.800Z,39.14,24.22,5,3.1,md,5,,,,us,usp000ar93,2014-11-07T01:14:01.038Z,"Aegean Sea",earthquake,,,,,reviewed,ath,ath
2001-10-20T04:33:02.240Z,-24.131,-66.868,181,3.7,mb,14,,,0.8,us,usp000ar92,2014-11-07T01:14:01.036Z,"Salta, Argentina",earthquake,,15.9,,1,reviewed,us,us
2001-10-20T02:49:29.400Z,-34.255,-70.18,0,3.5,md,6,,,,us,usp000ar91,2014-11-07T01:14:01.035Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,,reviewed,guc,guc
2001-10-20T02:31:15.710Z,-16.993,-73.195,40.3,4.6,mb,36,,,1.17,us,usp000ar90,2014-11-07T01:14:01.031Z,"near the coast of southern Peru",earthquake,,13.9,,17,reviewed,us,us
2001-10-20T01:51:41.040Z,-24.19,178.655,606.3,4.5,mb,30,,,0.76,us,usp000ar8z,2014-11-07T01:14:01.025Z,"south of the Fiji Islands",earthquake,,29.9,,12,reviewed,us,us
2001-10-20T01:13:11.100Z,16.95,-100.148,10,3.9,md,11,,,,us,usp000ar8y,2014-11-07T01:14:01.022Z,"offshore Guerrero, Mexico",earthquake,,,,,reviewed,unm,unm
2001-10-20T00:19:16.600Z,49.4873333,-126.1258333,9.288,3.2,md,17,314,,0.7,uw,uw10542468,2016-07-23T00:51:36.290Z,"Vancouver Island, Canada region",earthquake,3.955,7.24,0.05,3,reviewed,uw,uw
2001-10-20T00:16:47.140Z,-5.969,151.124,66.9,3.8,mb,11,,,1.22,us,usp000ar8v,2014-11-07T01:14:01.016Z,"New Britain region, Papua New Guinea",earthquake,,13.8,,3,reviewed,us,us
2001-10-19T23:44:45.830Z,-33.594,120.637,10,3.8,ml,7,,,1.55,us,usp000ar8u,2014-11-07T01:14:01.014Z,"Western Australia",earthquake,,,,,reviewed,us,aust
2001-10-19T23:03:37.780Z,53.643,-162.981,33,4.1,mb,10,,,0.95,us,usp000ar8t,2014-11-07T01:14:01.012Z,"south of Alaska",earthquake,,,,3,reviewed,us,us
2001-10-19T22:33:33.580Z,-33.547,120.691,10,3.5,ml,6,,,1.02,us,usp000ar8s,2014-11-07T01:14:01.010Z,"Western Australia",earthquake,,,,,reviewed,us,aust
2001-10-19T21:53:51.260Z,46.7076667,-122.7598333,-0.379,3.3,md,5,164,0.05448,0.09,uw,uw10542418,2016-07-23T00:51:35.690Z,"Washington",explosion,1.049,0.89,0.02,4,reviewed,uw,uw
2001-10-19T21:42:37.240Z,-4.558,124.004,33,5.3,mwc,33,,,0.88,us,usp000ar8r,2016-11-09T23:45:14.850Z,"Banda Sea",earthquake,,,,,reviewed,us,hrv
2001-10-19T20:35:05.740Z,-20.047,-176.153,232.8,4.2,mb,34,,,0.74,us,usp000ar8q,2014-11-07T01:14:01.001Z,"Fiji region",earthquake,,,,11,reviewed,us,us
2001-10-19T20:24:35.290Z,-33.551,120.688,10,2.5,ml,6,,,1.08,us,usp000ar8p,2014-11-07T01:14:00.999Z,"Western Australia",earthquake,,,,,reviewed,us,aust
2001-10-19T20:09:58.900Z,-33.277,-69.763,2.9,3.3,md,8,,,,us,usp000ar8n,2014-11-07T01:14:00.998Z,"Mendoza, Argentina",earthquake,,,,,reviewed,guc,guc
2001-10-19T19:41:29.000Z,16.86,-100.177,12.2,3.6,md,4,,,,us,usp000ar8k,2014-11-07T01:14:00.995Z,"offshore Guerrero, Mexico",earthquake,,,,,reviewed,unm,unm
